EM series	continNum 	Location	pre  	post   	type    	sec-tions   	part-ner Num-ber	post1     	post2   	post3 	post4   
N2U	8937	Not NR	AVDL	SABVR,SABD,AVEL	chemical	2	3	SABVR	SABD	AVEL	
N2U	8938	Not NR	AVDR	AVAR,SABVL	chemical	2	2	AVAR	SABVL		
N2U	8957	Not NR	SMBVL	RMEV,hyp	chemical	2	2	RMEV	hyp		
N2U	8959	Not NR	VB01	SAADR	chemical	2	1	SAADR			
N2U	8963	Not NR	ADEL	RIGL	chemical	2	1	RIGL			
N2U	8964	Not NR	PVPL	AVAR	chemical	2	1	AVAR			
N2U	8968	Not NR	AVKL	vBWMR6,SAADR	chemical	2	2	vBWMR6	SAADR		
N2U	8969	Not NR	DVA	VA02,SABD	chemical	2	2	VA02	SABD		
N2U	8974	Not NR	FLPR	AVDL,AVAL	chemical	2	2	AVDL	AVAL		
N2U	8978	Not NR	AVJL	AVBL,PVCL,PVNR	chemical	2	3	AVBL	PVCL	PVNR	
N2U	9046	Not NR	AIZL	RIAL,SMBDL,SMBVL	chemical	2	3	RIAL	SMBDL	SMBVL	
N2U	9048	Not NR	ASHR	ADFR,RIAR,ADAR	chemical	2	3	ADFR	RIAR	ADAR	
N2U	9052	Not NR	RIMR	AVBL,AVBR	chemical	2	2	AVBL	AVBR		
N2U	9053	Not NR	AVM	BDUR,PVCR	chemical	2	2	BDUR	PVCR		
N2U	9060	Not NR	PVCL	VB04,DB02	chemical	2	2	VB04	DB02		
N2U	9063	Not NR	BDUR	AVHL,AVAL	chemical	2	2	AVHL	AVAL		
N2U	9155	Not NR	AIZR	SMBDR,RIAR	chemical	2	2	SMBDR	RIAR		
N2U	9157	Not NR	AVAR	VA06,AS06	chemical	2	2	VA06	AS06		
N2U	9161	Not NR	DD04	dBWMR14	chemical	2	1	dBWMR14			
N2U	9162	Not NR	DA05	VD07_old,dBWML13	chemical	2	2	VD07_old	dBWML13		
N2U	9165	Not NR	DB04	VD07_old,dBWMR13	chemical	2	2	VD07_old	dBWMR13		
N2U	9169	Not NR	DA05	VD07_old,dBWML14	chemical	2	2	VD07_old	dBWML14		
N2U	9189	Not NR	v-blue-134	DVA,PDER	chemical	2	2	DVA	PDER		
N2U	9190	Not NR	v-blue-134	DVA,PDER	chemical	2	2	DVA	PDER		
N2U	9220	Not NR	HSNR	VA06,DA05	chemical	2	2	VA06	DA05		
N2U	9222	Not NR	VB06	VD07,DD04	chemical	2	2	VD07	DD04		
N2U	9372	Not NR	AIZR	SMBDR,RIAR	chemical	2	2	SMBDR	RIAR		
N2U	9414	Not NR	FLPL	ADEL,AVAL	chemical	2	2	ADEL	AVAL		
N2U	9419	Not NR	HSNL	AVFL,RIFL,RIML	chemical	2	3	AVFL	RIFL	RIML	
N2U	9512	Not NR	ADFR	RIAR,ASHR	chemical	2	2	RIAR	ASHR		
N2U	9526	Not NR	ADEL	RIGR,RIGL	chemical	2	2	RIGR	RIGL		
N2U	9531	Not NR	DB01	dBWML8,VD01,VD02	chemical	2	3	dBWML8	VD01	VD02	
N2U	9535	Not NR	PVNL	BDUL	chemical	2	1	BDUL			
N2U	9542	Not NR	DB02	VD03,dBWML10	chemical	2	2	VD03	dBWML10		
N2U	9554	Not NR	DD03	dBWMR13	chemical	2	1	dBWMR13			
N2U	9585	Not NR	PLNL	SMBVL	chemical	2	1	SMBVL			
N2U	9593	Not NR	SMBVL	SAADL,PLNL	chemical	2	2	SAADL	PLNL		
N2U	9602	Not NR	RIML	SAAVR	chemical	2	1	SAAVR			
N2U	9639	Not NR	AVHL	SMBVR,SMBDR	chemical	2	2	SMBVR	SMBDR		
N2U	9716	Not NR	VB01	SAADL,vBWML7	chemical	2	2	SAADL	vBWML7		
N2U	9718	Not NR	VD01	VA01,vBWML7,VB01	chemical	2	3	VA01	vBWML7	VB01	
N2U	9750	Not NR	PVCR	AVDR,RID,SIBVR	chemical	2	3	AVDR	RID	SIBVR	
N2U	9892	Not NR	AVDL	AVAL,SABD,AVEL,DA01,VA01	chemical	2	5	AVAL	SABD	AVEL	
N2U	9896	Not NR	VD01	vBWML7	chemical	2	1	vBWML7			
N2U	9897	Not NR	VA01	vBWML7,DD01	chemical	2	2	vBWML7	DD01		
N2U	9925	Not NR	AS03	VD03,dBWMR9	chemical	2	2	VD03	dBWMR9		
N2U	9926	Not NR	AS03	VD03,dBWML10	chemical	2	2	VD03	dBWML10		
N2U	9929	Not NR	AS03	VD03,dBWMR10	chemical	2	2	VD03	dBWMR10		
N2U	9937	Not NR	AS03	VD03,dBWML10	chemical	2	2	VD03	dBWML10		
N2U	9961	Not NR	VD01	vBWML7	chemical	2	1	vBWML7			
N2U	9963	Not NR	VA01	vBWML7	chemical	2	1	vBWML7			
N2U	9969	Not NR	VA02	DD01,vBWMR7	chemical	2	2	DD01	vBWMR7		
N2U	9975	Not NR	VD02	vBWML9	chemical	2	1	vBWML9			
N2U	9996	Not NR	VD03	DD01,vBWMR11	chemical	2	2	DD01	vBWMR11		
N2U	9998	Not NR	VD03	vBWML10	chemical	2	1	vBWML10			
N2U	10052	Not NR	VB04	VD05,DD03,vBWML12	chemical	2	3	VD05	DD03	vBWML12	
N2U	10063	Not NR	VD05	vBWMR13	chemical	2	1	vBWMR13			
N2U	10107	Not NR	VB05	DD03,vBWML15	chemical	2	2	DD03	vBWML15		
N2U	10115	Not NR	AVBR	AS05	chemical	2	1	AS05			
N2U	10133	Not NR	VC03	vBWML16,DD04	chemical	2	2	vBWML16	DD04		
N2U	10146	Not NR	VC03	DD04,VD07	chemical	2	2	DD04	VD07		
N2U	10174	Not NR	DD01	dBWML8	chemical	2	1	dBWML8			
N2U	10176	Not NR	AS04	VD04,dBWMR11	chemical	2	2	VD04	dBWMR11		
N2U	10177	Not NR	AS01	dBWMR6	chemical	2	1	dBWMR6			
N2U	10188	Not NR	DB01	VD02,DD01,AS02	chemical	2	3	VD02	DD01	AS02	
N2U	10196	Not NR	DD02	dBWMR11	chemical	2	1	dBWMR11			
N2U	10277	Not NR	AQR	AVDR,AVBR,DVA	chemical	2	3	AVDR	AVBR	DVA	
N2U	10281	Not NR	PVPL	AVBL,AQR	chemical	2	2	AVBL	AQR		
N2U	10311	Not NR	HSNL	VC05,vBWML15	chemical	2	2	VC05	vBWML15		
N2U	10315	Not NR	VC05	VC05,vBWML15	chemical	2	2	VC05	vBWML15		
N2U	10374	Not NR	HSNR	VC02,vm2	chemical	2	2	VC02	vm2		
N2U	10376	Not NR	VC04	vBWMR16	chemical	2	1	vBWMR16			
N2U	10377	Not NR	VC04	vm2	chemical	2	1	vm2			
N2U	10397	Not NR	VC05	vm2	chemical	2	1	vm2			
N2U	10431	Not NR	AVBR	AVAR	chemical	2	1	AVAR			
N2U	10434	Not NR	AVBL	AVAR	chemical	2	1	AVAR			
N2U	10437	Not NR	PVCR	VB08,DB05	chemical	2	2	VB08	DB05		
N2U	10451	Not NR	AVAR	DB05,DA06	chemical	2	2	DB05	DA06		
N2U	642	NR 45 deg	SAAVL	AVAL,RMFR	chemical	2	2	AVAL	RMFR		
N2U	648	NR 45 deg	RICL	ADAR,AVAL,SMDDR	chemical	2	3	ADAR	AVAL	SMDDR	
N2U	649	NR 45 deg	SAAVL	AVAL,RIMR	chemical	2	2	AVAL	RIMR		
N2U	650	NR 45 deg	RICL	SAAVL,AVAL	chemical	2	2	SAAVL	AVAL		
N2U	655	NR 45 deg	URYVR	AVAL,RIAR	chemical	2	2	AVAL	RIAR		
N2U	656	NR 45 deg	RICR	AVAL,SMDDR	chemical	2	2	AVAL	SMDDR		
N2U	660	NR 45 deg	SAAVL	AVAL,RIMR	chemical	2	2	AVAL	RIMR		
N2U	663	NR 45 deg	ADFR	RIGR	chemical	2	1	RIGR			
N2U	666	NR 45 deg	RIMR	SAAVL,RMFR	chemical	2	2	SAAVL	RMFR		
N2U	675	NR 45 deg	AIZR	AVEL,AIBL	chemical	2	2	AVEL	AIBL		
N2U	676	NR 45 deg	AIZR	AVEL,AIBL	chemical	2	2	AVEL	AIBL		
N2U	680	NR 45 deg	SMDVL	RIAR,SMDDR,RMDDR	chemical	2	3	RIAR	SMDDR	RMDDR	
N2U	689	NR 45 deg	RIVL	SMDDR,RIAR	chemical	2	2	SMDDR	RIAR		
N2U	692	NR 45 deg	RIVL	vBWMR7,RMDVL	chemical	2	2	vBWMR7	RMDVL		
N2U	694	NR 45 deg	RIVL	vBWMR6,vBWMR7	chemical	2	2	vBWMR6	vBWMR7		
N2U	696	NR 45 deg	RIVL	vBWMR7	chemical	2	1	vBWMR7			
N2U	697	NR 45 deg	RIVL	vBWMR5	chemical	2	1	vBWMR5			
N2U	698	NR 45 deg	RIVL	vBWMR5	chemical	2	1	vBWMR5			
N2U	699	NR 45 deg	RIVL	vBWMR5	chemical	2	1	vBWMR5			
N2U	701	NR 45 deg	RIAR	SMDVL	chemical	2	1	SMDVL			
N2U	702	NR 45 deg	SMDVL	RIAR,SMDDR	chemical	2	2	RIAR	SMDDR		
N2U	707	NR 45 deg	RIAR	SMDVL,RMDDR	chemical	2	2	SMDVL	RMDDR		
N2U	709	NR 45 deg	RIAR	SMDDR,SMDVL	chemical	2	2	SMDDR	SMDVL		
N2U	711	NR 45 deg	RIAR	SMDVL	chemical	2	1	SMDVL			
N2U	713	NR 45 deg	RIVL	RMDVL,SIAVR	chemical	2	2	RMDVL	SIAVR		
N2U	739	NR 45 deg	CEPVR	SMDDR,RIVL,SIAVR,RICL	chemical	2	4	SMDDR	RIVL	SIAVR	RICL
N2U	748	NR 45 deg	SMBVR	vBWMR6	chemical	2	1	vBWMR6			
N2U	753	NR 45 deg	RMDVL	vBWMR6,vBWMR2	chemical	2	2	vBWMR6	vBWMR2		
N2U	765	NR 45 deg	RIAR	RMDDR,RMDVL	chemical	2	2	RMDDR	RMDVL		
N2U	774	NR 45 deg	RIAR	RMDDR	chemical	2	1	RMDDR			
N2U	780	NR 45 deg	RIAR	RMDDR,RMDVL	chemical	2	2	RMDDR	RMDVL		
N2U	788	NR 45 deg	RIVL	SMDDR,RIAL	chemical	2	2	SMDDR	RIAL		
N2U	796	NR 45 deg	RIAL	RIVL,SMDDR	chemical	2	2	RIVL	SMDDR		
N2U	799	NR 45 deg	RIAL	RMDVL,SIAVR	chemical	2	2	RMDVL	SIAVR		
N2U	802	NR 45 deg	RIAR	RIAL,RMDR	chemical	2	2	RIAL	RMDR		
N2U	803	NR 45 deg	RIAR	RMDR	chemical	2	1	RMDR			
N2U	808	NR 45 deg	RIAL	RMDR,RIAR	chemical	2	2	RMDR	RIAR		
N2U	809	NR 45 deg	RIAR	RMDR	chemical	2	1	RMDR			
N2U	810	NR 45 deg	RIAL	RMDDR,RMDVL	chemical	2	2	RMDDR	RMDVL		
N2U	813	NR 45 deg	RIAR	RMDR,RIAL	chemical	2	2	RMDR	RIAL		
N2U	814	NR 45 deg	RIAL	RMDR,RIAR	chemical	2	2	RMDR	RIAR		
N2U	824	NR 45 deg	RMED	vBWML3	chemical	2	1	vBWML3	vBWML3		
N2U	825	NR 45 deg	SMDVL	SMDDR,vBWMR6	chemical	2	2	SMDDR	vBWMR6		
N2U	837	NR 45 deg	RIAR	RIAL,SMDVL	chemical	2	2	RIAL	SMDVL		
N2U	838	NR 45 deg	SMDVL	RIAL,SMDDR	chemical	2	2	RIAL	SMDDR		
N2U	844	NR 45 deg	SMDVL	RIAR,RIAL	chemical	2	2	RIAR	RIAL		
N2U	847	NR 45 deg	SMDVL	RIAR,RIAL	chemical	2	2	RIAR	RIAL		
N2U	848	NR 45 deg	SMDVL	RIAR,RIAL	chemical	2	2	RIAR	RIAL		
N2U	852	NR 45 deg	RIAR	SMDVL	chemical	2	1	SMDVL			
N2U	856	NR 45 deg	RMED	vBWMR3,vBWMR6	chemical	2	2	vBWMR3	vBWMR6		
N2U	863	NR 45 deg	RMED	vBWMR2,vBWMR3	chemical	2	2	vBWMR2	vBWMR3		
N2U	869	NR 45 deg	PVR.	SDQR,ALMR	chemical	2	2	SDQR	ALMR		
N2U	876	NR 45 deg	AVKR	SMDDR,RIML	chemical	2	2	SMDDR	RIML		
N2U	882	NR 45 deg	RIS	SMDDR,RIML,AVEL,AVKR	chemical	2	4	SMDDR	RIML	AVEL	AVKR
N2U	892	NR 45 deg	RIML	RMDR	chemical	2	1	RMDR			
N2U	896	NR 45 deg	SAAVL	RIML,AVAL	chemical	2	2	RIML	AVAL		
N2U	897	NR 45 deg	SAAVL	AVAL	chemical	2	1	AVAL			
N2U	904	NR 45 deg	RIVL	SMDDR,RIAL	chemical	2	2	SMDDR	RIAL		
N2U	906	NR 45 deg	RIVL	RMDL,SIAVR	chemical	2	2	RMDL	SIAVR		
N2U	926	NR 45 deg	RIS	RMDL,RIML	chemical	2	2	RMDL	RIML		
N2U	929	NR 45 deg	RMDL	RIAL,RMDDR	chemical	2	2	RIAL	RMDDR		
N2U	930	NR 45 deg	RMDL	RIAR,RIAL	chemical	2	2	RIAR	RIAL		
N2U	931	NR 45 deg	RMDL	RMDR,RIAR	chemical	2	2	RMDR	RIAR		
N2U	933	NR 45 deg	RMDL	RIAR,RIAL	chemical	2	2	RIAR	RIAL		
N2U	934	NR 45 deg	RMDL	RIAR,RIAL	chemical	2	2	RIAR	RIAL		
N2U	936	NR 45 deg	RMDL	RMDDR,RIAR	chemical	2	2	RMDDR	RIAR		
N2U	937	NR 45 deg	RMDL	RMDDR,RIAR	chemical	2	2	RMDDR	RIAR		
N2U	953	NR 45 deg	OLQVR	RICR	chemical	2	1	RICR			
N2U	954	NR 45 deg	RMDVL	vBWMR2,OLQVR	chemical	2	2	vBWMR2	OLQVR		
N2U	957	NR 45 deg	RICR	AVAL,SMBDR	chemical	2	2	AVAL	SMBDR		
N2U	970	NR 45 deg	ASJR	ASKR,PVQR	chemical	2	2	ASKR	PVQR		
N2U	971	NR 45 deg	AIMR	AIAR,ASKR	chemical	2	2	AIAR	ASKR		
N2U	973	NR 45 deg	ASJR	ASKR,PVQR	chemical	2	2	ASKR	PVQR		
N2U	974	NR 45 deg	HSNL	AIMR,ASJR,ASKR	chemical	2	3	AIMR	ASJR	ASKR	
N2U	990	NR 45 deg	RIAR	SMDVL,SMDVR	chemical	2	2	SMDVL	SMDVR		
N2U	996	NR 45 deg	SMDVR	RIAR,RIAL	chemical	2	2	RIAR	RIAL		
N2U	997	NR 45 deg	RIAR	SMDVR,SMDDL	chemical	2	2	SMDVR	SMDDL		
N2U	1000	NR 45 deg	SMDVR	RIAR,RIAL	chemical	2	2	RIAR	RIAL		
N2U	1001	NR 45 deg	SMDVR	RIAR,RIAL	chemical	2	2	RIAR	RIAL		
N2U	1005	NR 45 deg	RIAL	SMDVR,RIAR	chemical	2	2	SMDVR	RIAR		
N2U	1008	NR 45 deg	SMDVR	vBWML5,vBWML4	chemical	2	2	vBWML5	vBWML4		
N2U	1009	NR 45 deg	SMDVR	vBWML4,vBWML5	chemical	2	2	vBWML4	vBWML5		
N2U	1032	NR 45 deg	SMDVR	RMDDL,RIAL	chemical	2	2	RMDDL	RIAL		
N2U	1034	NR 45 deg	RIAR	SMDVR,RMDDL	chemical	2	2	SMDVR	RMDDL		
N2U	1040	NR 45 deg	PVT	AVL.,AVKR	chemical	2	2	AVL	AVKR		
N2U	1041	NR 45 deg	PVT	RIGR,RMEV	chemical	2	2	RIGR	RMEV		
N2U	1045	NR 45 deg	RICR	SMDDL,AVAR	chemical	2	2	SMDDL	AVAR		
N2U	1053	NR 45 deg	SAAVR	AVAR,SMDDL	chemical	2	2	AVAR	SMDDL		
N2U	1055	NR 45 deg	RIAR	RIAL,SMDDL	chemical	2	2	RIAL	SMDDL		
N2U	1061	NR 45 deg	RMED	vBWML2,vBWML3	chemical	2	2	vBWML2	vBWML3		
N2U	1065	NR 45 deg	RIAR	SMDVR,SMDDL	chemical	2	2	SMDVR	SMDDL		
N2U	1067	NR 45 deg	RICL	SMDDL,AVAR	chemical	2	2	SMDDL	AVAR		
N2U	1071	NR 45 deg	RICL	SMDDL,AVAR	chemical	2	2	SMDDL	AVAR		
N2U	1074	NR 45 deg	RICL	SMDDL,AVAR	chemical	2	2	SMDDL	AVAR		
N2U	1078	NR 45 deg	RIAR	RMDVR,RIVR,vBWML6	chemical	2	3	RMDVR	RIVR	vBWML6	
N2U	1082	NR 45 deg	RMDVR	vBWML6,RMDDL,vBWML7	chemical	2	3	vBWML6	RMDDL	vBWML7	
N2U	1083	NR 45 deg	RIAL	RMDVR,RMDDL	chemical	2	2	RMDVR	RMDDL		
N2U	1093	NR 45 deg	RIAL	RMDDL	chemical	2	1	RMDDL			
N2U	1094	NR 45 deg	RIAL	RMDVR,RMDDL	chemical	2	2	RMDVR	RMDDL		
N2U	1100	NR 45 deg	RIAL	RMDVR,RMDDL	chemical	2	2	RMDVR	RMDDL		
N2U	1123	NR 45 deg	RIAR	RMDVR,RMDDL	chemical	2	2	RMDVR	RMDDL		
N2U	1127	NR 45 deg	RIAR	RMDL,RMDVR	chemical	2	2	RMDL	RMDVR		
N2U	1133	NR 45 deg	RIAR	RMDDL	chemical	2	1	RMDDL			
N2U	1134	NR 45 deg	RIAR	RMDVR,RMDDL	chemical	2	2	RMDVR	RMDDL		
N2U	1135	NR 45 deg	RIAL	RMDL,RMDVR	chemical	2	2	RMDL	RMDVR		
N2U	1155	NR 45 deg	ADLR	AVJL,AVDL,SMBVR	chemical	2	3	AVJL	AVDL	SMBVR	
N2U	1157	NR 45 deg	ADLR	AVAR,AVDL	chemical	2	2	AVAR	AVDL		
N2U	1160	NR 45 deg	ASHR	AVAR,AVDL	chemical	2	2	AVAR	AVDL		
N2U	1177	NR 45 deg	RICL	ADAR,AVAL,SMDDR	chemical	2	3	ADAR	AVAL	SMDDR	
N2U	1182	NR 45 deg	RIMR	AVAL,AIBL	chemical	2	2	AVAL	AIBL		
N2U	1184	NR 45 deg	AIBL	AVBL,RMFR	chemical	2	2	AVBL	RMFR		
N2U	1185	NR 45 deg	RICR	AIBL,AVAL	chemical	2	2	AIBL	AVAL		
N2U	1186	NR 45 deg	AIBL	AVBL	chemical	2	1	AVBL			
N2U	1189	NR 45 deg	RIMR	AIBL,AVBL	chemical	2	2	AIBL	AVBL		
N2U	1196	NR 45 deg	SAAVL	AVAL,RIMR	chemical	2	2	AVAL	RIMR		
N2U	1197	NR 45 deg	SAAVL	RIML,AVAL	chemical	2	2	RIML	AVAL		
N2U	1209	NR 45 deg	OLLR	RMDL	chemical	2	1	RMDL			
N2U	1213	NR 45 deg	OLLR	ADER,RMDR	chemical	2	2	ADER	RMDR		
N2U	1216	NR 45 deg	OLLR	RMDL	chemical	2	1	RMDL			
N2U	1218	NR 45 deg	OLLR	RMDDR,CEPVR	chemical	2	2	RMDDR	CEPVR		
N2U	1221	NR 45 deg	OLLR	RMDDR,CEPVR	chemical	2	2	RMDDR	CEPVR		
N2U	1223	NR 45 deg	OLLR	RMDDR,CEPVR	chemical	2	2	RMDDR	CEPVR		
N2U	1230	NR 45 deg	OLLR	SMDVL	chemical	2	1	SMDVL			
N2U	1330	NR 45 deg	SAADL	RIMR	chemical	2	1	RIMR			
N2U	1332	NR 45 deg	ALMR	PVCR	chemical	2	1	PVCR			
N2U	1335	NR 45 deg	AFDL	AIYL	chemical	2	1	AIYL			
N2U	1338	NR 45 deg	ASGL	AIAL	chemical	2	1	AIAL			
N2U	1342	NR 45 deg	RIH	RIAR,AUAR	chemical	2	2	RIAR	AUAR		
N2U	1344	NR 45 deg	ASHL	AVDR,AIAL	chemical	2	2	AVDR	AIAL		
N2U	1360	NR 45 deg	AWCR	AWCL,AIYL	chemical	2	2	AWCL	AIYL		
N2U	1361	NR 45 deg	AWCL	AIYL,AWCR	chemical	2	2	AIYL	AWCR		
N2U	1363	NR 45 deg	AFDR	AIYR	chemical	2	1	AIYR			
N2U	1389	NR 45 deg	AFDR	AIYR	chemical	2	1	AIYR			
N2U	1390	NR 45 deg	PVPR	AVJL,AVBR,ASHR	chemical	2	3	AVJL	AVBR	ASHR	
N2U	1393	NR 45 deg	AIZL	RIML,AIBR	chemical	2	2	RIML	AIBR		
N2U	1407	NR 45 deg	AIML	AVFR,SMBVL	chemical	2	2	AVFR	SMBVL		
N2U	1410	NR 45 deg	RIH	AIZR	chemical	2	1	AIZR			
N2U	1411	NR 45 deg	RIR	RIAL,AIZL	chemical	2	2	RIAL	AIZL		
N2U	1414	NR 45 deg	ADLL	AIAL,ASER	chemical	2	2	AIAL	ASER		
N2U	1423	NR 45 deg	AIBR	SMDDL,RIMR	chemical	2	2	SMDDL	RIMR		
N2U	1424	NR 45 deg	AUAL	RIAL,RIBL	chemical	2	2	RIAL	RIBL		
N2U	1432	NR 45 deg	AWCL	AIYL	chemical	2	1	AIYL			
N2U	1435	NR 45 deg	ADLL	AIBL	chemical	2	1	AIBL			
N2U	1437	NR 45 deg	AWCR	ASEL,AIYL,AWCL	chemical	2	3	ASEL	AIYL	AWCL	
N2U	1439	NR 45 deg	ADLL	AIAL,AIBL	chemical	2	2	AIAL	AIBL		
N2U	1445	NR 45 deg	RIH	RIAR,RIBR	chemical	2	2	RIAR	RIBR		
N2U	1446	NR 45 deg	RIH	RIAR,RIBR	chemical	2	2	RIAR	RIBR		
N2U	1454	NR 45 deg	AIZR	AVEL,AIBL	chemical	2	2	AVEL	AIBL		
N2U	1468	NR 45 deg	RIVR	vBWML3	chemical	2	1	vBWML3			
N2U	1469	NR 45 deg	RIS	RIMR	chemical	2	1	RIMR			
N2U	1471	NR 45 deg	RIMR	SMDVR,SMDVL	chemical	2	2	SMDVR	SMDVL		
N2U	1479	NR 45 deg	ASHL	AVBL,RIPL	chemical	2	2	AVBL	RIPL		
N2U	1485	NR 45 deg	ADLL	AVDR	chemical	2	1	AVDR			
N2U	1496	NR 45 deg	AIZL	AIAL,ASEL,AIBL	chemical	2	3	AIAL	ASEL	AIBL	
N2U	1500	NR 45 deg	AFDL	AIYL	chemical	2	1	AIYL			
N2U	1502	NR 45 deg	AINR	ASER	chemical	2	1	ASER			
N2U	1521	NR 45 deg	ALML	BDUL,SDQL	chemical	2	2	BDUL	SDQL		
N2U	1526	NR 45 deg	AVHR	AVJR,ADLR	chemical	2	2	AVJR	ADLR		
N2U	1537	NR 45 deg	ASGR	AIAR	chemical	2	1	AIAR			
N2U	1539	NR 45 deg	ASGR	AIAR	chemical	2	1	AIAR			
N2U	1551	NR 45 deg	RIMR	SAAVR,SMDDL	chemical	2	2	SAAVR	SMDDL		
N2U	1559	NR 45 deg	AFDL	AINR	chemical	2	1	AINR			
N2U	1562	NR 45 deg	RIAL	SMDVR,RIAR,SMDDL	chemical	2	3	SMDVR	RIAR	SMDDL	
N2U	1587	NR 45 deg	URXL	RIGL,OLQVL	chemical	2	2	RIGL	OLQVL		
N2U	1588	NR 45 deg	URXL	RIGL	chemical	2	1	RIGL			
N2U	1590	NR 45 deg	RIML	RIBL,AIBR	chemical	2	2	RIBL	AIBR		
N2U	1591	NR 45 deg	AIBR	RIML,RIBL	chemical	2	2	RIML	RIBL		
N2U	1603	NR 45 deg	IL2VR	RMER,RMEV	chemical	2	2	RMER	RMEV		
N2U	1605	NR 45 deg	IL2VR	IL1VR,RMER,RIPR	chemical	2	3	IL1VR	RMER	RIPR	
N2U	1607	NR 45 deg	IL2VR	RIH	chemical	2	1	RIH			
N2U	1609	NR 45 deg	IL2VR	IL1VR,OLQVR,RMER	chemical	2	3	IL1VR	OLQVR	RMER	
N2U	1612	NR 45 deg	IL2VR	RMEL,RIPR,RMED	chemical	2	3	RMEL	RIPR	RMED	
N2U	1616	NR 45 deg	IL2VR	RIPR	chemical	2	1	RIPR			
N2U	1617	NR 45 deg	IL2VR	URAVR,RIPR	chemical	2	2	URAVR	RIPR		
N2U	1618	NR 45 deg	IL2VR	RIPR,URAVR,RMEL	chemical	2	3	RIPR	URAVR	RMEL	
N2U	1623	NR 45 deg	RMGR	ADER,RMDR,AIMR	chemical	2	3	ADER	RMDR	AIMR	
N2U	1636	NR 45 deg	IL2R	RMEL,ADER	chemical	2	2	RMEL	ADER		
N2U	1644	NR 45 deg	ADFL	RIGL	chemical	2	1	RIGL			
N2U	1645	NR 45 deg	AWBL	ADFL,AIZL	chemical	2	2	ADFL	AIZL		
N2U	1646	NR 45 deg	AWBL	ADFL,AIAL,AIZL	chemical	2	3	ADFL	AIAL	AIZL	
N2U	1671	NR 45 deg	URXR	ADFR	chemical	2	1	ADFR			
N2U	1680	NR 45 deg	AIMR	URXR,ADFR	chemical	2	2	URXR	ADFR		
N2U	1701	NR 45 deg	AFDR	AIYR	chemical	2	1	AIYR			
N2U	1727	NR 45 deg	ADLR	AIAR	chemical	2	1	AIAR			
N2U	1741	NR 45 deg	RMDVR	CEPDR	chemical	2	1	CEPDR			
N2U	1747	NR 45 deg	URYVL	AVER,SMDVR	chemical	2	2	AVER	SMDVR		
N2U	1750	NR 45 deg	URYVL	AVER	chemical	2	1	AVER			
N2U	1809	NR 45 deg	RIMR	SMDDL,VB01	chemical	2	2	SMDDL	VB01		
N2U	1837	NR 45 deg	RIR	URXR,RIAR	chemical	2	2	URXR	RIAR		
N2U	1838	NR 45 deg	URXR	AUAR,RIAR	chemical	2	2	AUAR	RIAR		
N2U	1846	NR 45 deg	URXR	RIPR	chemical	2	1	RIPR			
N2U	1861	NR 45 deg	URXR	RIAR	chemical	2	1	RIAR			
N2U	1869	NR 45 deg	URXR	AIMR,AWBR,ADFR,RIR	chemical	2	4	AIMR	AWBR	ADFR	RIR
N2U	1870	NR 45 deg	ADAR	URXR,AVAR	chemical	2	2	URXR	AVAR		
N2U	1872	NR 45 deg	URBR	SMBDL,URXR	chemical	2	2	SMBDL	URXR		
N2U	1873	NR 45 deg	URXR	SIADL,RMDDL,URBR	chemical	2	3	SIADL	RMDDL	URBR	
N2U	1889	NR 45 deg	URXR	RICR,URBR	chemical	2	2	RICR	URBR		
N2U	1899	NR 45 deg	URYVL	RIH,RIAL,URXL	chemical	2	3	RIH	RIAL	URXL	
N2U	1901	NR 45 deg	URXL	RIAL	chemical	2	1	RIAL			
N2U	1906	NR 45 deg	AQR	URXL,RIAL	chemical	2	2	URXL	RIAL		
N2U	1908	NR 45 deg	RIGL	URXL	chemical	2	1	URXL			
N2U	1922	NR 45 deg	CEPVL	RICL,URXL,RMHR,RMGL	chemical	2	4	RICL	URXL	RMHR	RMGL
N2U	1956	NR 45 deg	IL2R	URBR,ADER	chemical	2	2	URBR	ADER		
N2U	1971	NR 45 deg	CEPDR	URBR,CEPDR	chemical	2	2	URBR	CEPDR		
N2U	1999	NR 45 deg	URAVR	IL1R,RMEV,vBWMR4	chemical	2	3	IL1R	RMEV	vBWMR4	
N2U	2006	NR 45 deg	CEPVR	SMBVR,URAVR,OLQVR	chemical	2	3	SMBVR	URAVR	OLQVR	
N2U	2010	NR 45 deg	IL1VR	vBWMR4,RMDDR	chemical	2	2	vBWMR4	RMDDR		
N2U	2022	NR 45 deg	URAVR	vBWMR3,vBWMR2	chemical	2	2	vBWMR3	vBWMR2		
N2U	2090	NR 45 deg	URADR	dBWMR1	chemical	2	1	dBWMR1			
N2U	2132	NR 45 deg	OLLL	SMDVR	chemical	2	1	SMDVR			
N2U	2179	NR 45 deg	SMBVL	RMEV,vBWML6	chemical	2	2	RMEV	vBWML6		
N2U	2189	NR 45 deg	SMBVR	RMEV,PVR.,vBWMR3	chemical	2	3	RMEV	PVR	vBWMR3	
N2U	2190	NR 45 deg	SMBVR	RMEV,vBWMR3,CEPVR	chemical	2	3	RMEV	vBWMR3	CEPVR	
N2U	2204	NR 45 deg	ADLR	AIAR,ASER,AIBR	chemical	2	3	AIAR	ASER	AIBR	
N2U	2221	NR 45 deg	AWAL	AIZL,AFDL	chemical	2	2	AIZL	AFDL		
