contin Number	EM series	Location	pre	post   	type    	sections   	partner Number	post1     	post2   	post3 	post4   
2441	N2Y		AVDR	AVAR,AS10,AVAL	chemical	2	3	AVAR	AS10	AVAL	
2439	N2Y		PVCR	PVCL,DA08,AVAR	chemical	2	3	PVCL	DA08	AVAR	
2437	N2Y		PHBL	AVG,HOA	chemical	2	2	AVG	HOA		
2433	N2Y		PHBL	AVG,HOA	chemical	2	2	AVG	HOA		
2430	N2Y		HOA	PHBL,AVG	chemical	2	2	PHBL	AVG		
2425	N2Y		PHBL	DVE,AVG	chemical	2	2	DVE	AVG		
2409	N2Y		PQR	AVAR,AVDL	chemical	2	2	AVAR	AVDL		
2390	N2Y		PHBL	EF3,R3BR	chemical	2	2	EF3	R3BR		
2389	N2Y		CP08	R6AR,PVV	chemical	2	2	R6AR	PVV		
2386	N2Y		DX3	PHBL,HOB	chemical	2	2	PHBL	HOB		
2381	N2Y		CP08	unk2581[EFn],PVX	chemical	2	2	unk2581[EFn]	PVX		
2372	N2Y		HOB	[CP01],HOA	chemical	2	2	[CP01]	HOA		
2368	N2Y		PCAL	CP08,PVX	chemical	2	2	CP08	PVX		
2352	N2Y		CP08	PVX,PCAR	chemical	2	2	PVX	PCAR		
2348	N2Y		LUAL	AS11,R3BL	chemical	2	2	AS11	R3BL		
2343	N2Y		unk807[RnBR]	LUAL,PVCL,EF3	chemical	2	3	LUAL	PVCL	EF3	
2342	N2Y		unk807[RnBR]	LUAL,PVCL,EF3	chemical	2	3	LUAL	PVCL	EF3	
2335	N2Y		LUAL	AVFR	chemical	2	1	AN3b			
2333	N2Y		R3BR	CP08,EF2	chemical	2	2	CP08	EF2		
2332	N2Y		CP08	PVX	chemical	2	1	PVX			
2317	N2Y		CP08	CP09,R2AR	chemical	2	2	CP09	R2AR		
2307	N2Y		R9AL	PHCL,R8BL,R8AL	chemical	2	3	PHCL	R8BL	R8AL	
2294	N2Y		PVNL	PDB	chemical	2	1	PDB			
2285	N2Y		R9AL	R4BL,[R7BL],EF3	chemical	2	3	R4BL	[R7BL]	EF3	
2283	N2Y		R9AL	unk2581[EFn],unk3136	chemical	2	2	unk2581[EFn]	unk3136		
2281	N2Y		R9AL	PVX	chemical	2	1	PVX			
2278	N2Y		R9AL	PCAL,unk2581[EFn]	chemical	2	2	PCAL	unk2581[EFn]		
2277	N2Y		HOB	PCAL,R9AL	chemical	2	2	PCAL	R9AL		
2271	N2Y		R9AL	PVV,EF3,PVX	chemical	2	3	PVV	EF3	PVX	
2258	N2Y		PHDR	PVV	chemical	2	1	PVV			
2255	N2Y		PVNL	AVFR,AVAL,AVAR,AS11	chemical	2	4	AN3b	AVAL	AVAR	AS11
2252	N2Y		PVNL	PQR,PVY	chemical	2	2	PQR	PVY		
2251	N2Y		PVNL	PVY,PVX	chemical	2	2	PVY	PVX		
2249	N2Y		PVNL	AVG,[AVL]	chemical	2	2	AVG	[AVL]		
2248	N2Y		R1BR	R6BL,[R7BL]	chemical	2	2	R6BL	[R7BL]		
2248	N930	NR 45 deg	ABL-2	ABL-12	electrical	2	1	ABL-12			
2247	N2Y		[CA04]	SPCR,CA05	chemical	2	2	SPCR	CA05		
2246	N930	NR 45 deg	OLLL	IL2L	electrical	2	1	IL2L			
2244	N930	NR 45 deg	ABL-3	ABL-14	electrical	2	1	ABL-14			
2243	N2Y		R8BL	R4BL,PHCR	chemical	2	2	R4BL	PHCR		
2240	N930	NR 45 deg	ABL-3	ABL-14	electrical	2	1	ABL-14			
2238	N2Y		R4BL	PHCR,PVY	chemical	2	2	PHCR	PVY		
2236	N930	Not NR	ABL-8	ABL-2	electrical	2	1	ABL-2			
2235	N2Y		[CA04]	unk3069[CAn]	chemical	2	1	unk3069[CAn]			
2232	N2Y		LUAR	AVFL	chemical	2	1	AN3a			
2231	N2Y		AVFL	unk3061,unknown100,R1BR	chemical	2	3	unk3061	unknown100	R1BR	
2230	N2Y		LUAR	AVFL,R1BR	chemical	2	2	AN3a	R1BR		
2226	N2Y		AVFL	PCAR,PHAL,VA12	chemical	2	3	PCAR	PHAL	VA12	
2225	N930	NR 45 deg	ABR-9	ABR-7	electrical	2	1	ABR-7			
2218	N2Y		unknown100	PHBR	chemical	2	1	PHBR			
2218	N930	Not NR	[seamR]	ABR-17	electrical	2	1	ABR-17			
2207	N2Y		unk3028	EF3,PHDL	chemical	2	2	EF3	PHSONL		
2206	N2Y		PDB	HOB,PHDL	chemical	2	2	HOB	PHSONL		
2205	N2Y		HOB	PHDL	chemical	2	1	PHSONL			
2195	N2Y		PHDL	unk3002,EF3	chemical	2	2	unk3002	EF3		
2193	N2Y		AVFL	dglR3	chemical	2	1	dglR3			
2187	N930	Not NR	DVA	AVEL,AIZR	chemical	2	2	AVEL	AIZR		
2185	N2Y		unk2990	unk2989,CP07	chemical	2	2	unk2989	CP07		
2181	N930	Not NR	SMBDL	[RIML],AIBR	chemical	2	2	[RIML]	AIBR		
2177	N2Y		PHDL	EF1,unk2979	chemical	2	2	EF1	unk2979		
2177	N930	Not NR	RIVL	SAADR	chemical	2	1	SAADR			
2175	N2Y		CP07	PVV,PDB	chemical	2	2	PVV	PDB		
2174	N2Y		CP07	PVV,unk2982,unk1423	chemical	2	3	PVV	unk2982	unk1423	
2173	N2Y		PHDL	EF1,PDB	chemical	2	2	EF1	PDB		
2172	N2Y		PHDL	EF1,R4BR	chemical	2	2	EF1	R4BR		
2172	N930	Not NR	[ASKL]	[ASHL],VC16	chemical	2	2	[ASHL]	VC16		
2171	N2Y		PHDL	PVV,PVX,R9AR	chemical	2	3	PVV	PVX	R9AR	
2168	N930	Not NR	SMBVL	RMDVR,PLNL	chemical	2	2	RMDVR	PLNL		
2161	N2Y		CP07	PVV,PVX,R3BL	chemical	2	3	PVV	PVX	R3BL	
2158	N2Y		PCAL	CP07	chemical	2	1	CP07			
2157	N2Y		PCAL	PVX,CP07	chemical	2	2	PVX	CP07		
2157	N930	Not NR	SMBDR	SAAVL	chemical	2	1	SAAVL			
2146	N2Y		PCBL	CP07,PVX	chemical	2	2	CP07	PVX		
2142	N930	Not NR	[ASGR]	[AIAR]	chemical	2	1	[AIAR]			
2141	N930	Not NR	[AIMR]	[AIAR],AIBR	chemical	2	2	[AIAR]	AIBR		
2128	N2Y		R2AL	CP07,VD11	chemical	2	2	CP07	VD11		
2124	N2Y		[R7BL]	ailL	chemical	2	1	ailL			
2122	N2Y		PCCR	PCCL,SPVL	chemical	2	2	PCCL	SPVL		
2119	N2Y		CA05	PCCR,SPVR	chemical	2	2	PCCR	SPVR		
2117	N930	Not NR	ADLR	VGR[PVCL],AVDL	chemical	2	2	VGR[PVCL]	AVDL		
2116	N2Y		PVNL	[R7BL],unk807[RnBR],R5BR	chemical	2	3	[R7BL]	unk807[RnBR]	R5BR	
2115	N930	Not NR	[AIMR]	AIBR	chemical	2	1	AIBR			
2114	N2Y		[R7BL]	PVV,AVFR,PVY	chemical	2	3	PVV	AN3b	PVY	
2112	N930	Not NR	[ASHL]	[AVDR],NR120	chemical	2	2	[AVDR]	NR120		
2108	N2Y		SPVL	SPDR,SPVR	chemical	2	2	SPDR	SPVR		
2107	N2Y		SPVR	SPDR	chemical	2	1	SPDR			
2107	N930	Not NR	[AIZL]	[RIML],AIBR	chemical	2	2	[RIML]	AIBR		
2106	N930	Not NR	RIS	AVL,RMEV	chemical	2	2	AVL	RMEV		
2100	N2Y		DVE	SPVL	chemical	2	1	SPVL			
2100	N930	Not NR	RIAR	RIAL,SMDDR	chemical	2	2	RIAL	SMDDR		
2099	N2Y		SPVL	SPDR,SPVR	chemical	2	2	SPDR	SPVR		
2098	N2Y		SPVL	SPDR,SPVR	chemical	2	2	SPDR	SPVR		
2098	N930	Not NR	[RIGR]	RIR	chemical	2	1	RIR			
2097	N930	Not NR	RIR	AVEL,[RIGR]	chemical	2	2	AVEL	[RIGR]		
2093	N2Y		SPVL	SPDR,PVZ	chemical	2	2	SPDR	PVZ		
2086	N930	Not NR	RIVL	RIAL,RMDDR	chemical	2	2	RIAL	RMDDR		
2085	N930	Not NR	AIYR	AFDR,ADFR,AIZR	chemical	2	3	AFDR	ADFR	AIZR	
2083	N2Y		SPVL	SPDR	chemical	2	1	SPDR			
2078	N2Y		SPVR	SPDL	chemical	2	1	SPDL			
2075	N930	Not NR	RIAL	RMDDR,[SMDVL]	chemical	2	2	RMDDR	[SMDVL]		
2074	N930	Not NR	RIAR	RIAL,SMDDR	chemical	2	2	RIAL	SMDDR		
2068	N930	Not NR	[MCMR]	[AVBL],RIPR	chemical	2	2	[AVBL]	RIPR		
2067	N930	Not NR	AWAL	[AIZL]	chemical	2	1	[AIZL]			
2063	N930	Not NR	AIAL	[AWCL],NR32	chemical	2	2	[AWCL]	NR32		
2059	N2Y		SPVL	SPDR,SPDL	chemical	2	2	SPDR	SPDL		
2056	N2Y		SPVL	SPVR,SPDR,SPDL	chemical	2	3	SPVR	SPDR	SPDL	
2054	N930	Not NR	DVA	RIR,AVEL	chemical	2	2	RIR	AVEL		
2049	N2Y		SPVR	SPDR	chemical	2	1	SPDR			
2048	N2Y		SPVR	SPDL,SPVL	chemical	2	2	SPDL	SPVL		
2048	N930	Not NR	PVCL	[AVDR],RID	chemical	2	2	[AVDR]	RID		
2047	N2Y		SPVL	SPVR,SPDL	chemical	2	2	SPVR	SPDL		
2043	N2Y		SPVR	SPDR,SPDL	chemical	2	2	SPDR	SPDL		
2043	N930	Not NR	RIVL	musVC	chemical	2	1	musVC	musVC		
2038	N2Y		SPVL	VD11,VD12	chemical	2	2	VD11	VD12		
2036	N2Y		SPVR	SPDL,SPDR	chemical	2	2	SPDL	SPDR		
2026	N2Y		SPVR	SPDR,PVZ	chemical	2	2	SPDR	PVZ		
2023	N2Y		PQR	PVY,SPVR	chemical	2	2	PVY	SPVR		
2015	N2Y		SPVR	PVNL,SPVL	chemical	2	2	PVNL	SPVL		
2013	N2Y		SPVL	SPDL	chemical	2	1	SPDL			
2011	N2Y		SPVR	SPVL,VD11,PQR	chemical	2	3	SPVL	VD11	PQR	
2007	N2Y		SPVR	SPDL,PVZ	chemical	2	2	SPDL	PVZ		
2003	N2Y		SPVR	SPDL,PVZ	chemical	2	2	SPDL	PVZ		
1998	N2Y		SPCR	[CP04],HOB	chemical	2	2	[CP04]	HOB		
1997	N2Y		HOB	SPCR,[CP04],PCBL	chemical	2	3	SPCR	[CP04]	PCBL	
1996	N2Y		HOB	SPCR	chemical	2	1	SPCR			
1995	N2Y		HOB	SPCR	chemical	2	1	SPCR			
1993	N2Y		SPCR	HOB	chemical	2	1	HOB			
1979	N2Y		PCCL	SPCR	chemical	2	1	SPCR			
1978	N2Y		SPCR	HOB	chemical	2	1	HOB			
1975	N2Y		HOB	SPCR,CP06	chemical	2	2	SPCR	CP06		
1973	N2Y		SPCR	gonad	chemical	2	1	gonad			
1972	N2Y		PCCR	SPCR,CP06	chemical	2	2	SPCR	CP06	SPCR	
1971	N2Y		HOB	SPCR,CP06	chemical	2	2	SPCR	CP06		
1970	N2Y		HOB	SPCR	chemical	2	1	SPCR			
1965	N2Y		SPCR	CP06,CA06	chemical	2	2	CP06	CA06		
1963	N2Y		HOB	unk2709,SPCR,R2BR	chemical	2	3	unk2709	SPCR	R2BR	
1960	N2Y		PCCR	SPCR	chemical	2	1	SPCR			
1956	N2Y		SPCR	gonad	chemical	2	1	gonad			
1953	N2Y		SPCR	gonad	chemical	2	1	gonad			
1952	N2Y		SPCR	unk2668,gonad	chemical	2	2	unk2668	gonad		
1950	N2Y		PCCR	SPCR	chemical	2	1	SPCR			
1948	N2Y		SPCR	HOB	chemical	2	1	HOB			
1946	N2Y		SPCR	CP06	chemical	2	1	CP06			
1944	N2Y		SPCR	unk2652	chemical	2	1	unk2652			
1940	N2Y		SPCR	unk2633	chemical	2	1	unk2633			
1939	N2Y		PDEL	DVA,AVKL	chemical	2	2	DVA	AVKL		
1936	N2Y		unk807[RnBR]	EF2,PVV	chemical	2	2	EF2	PVV		
1933	N2Y		PHDL	CP09	chemical	2	1	CP09			
1927	N2Y		DX2	PVV,PCAR,HOB	chemical	2	3	PVV	PCAR	HOB	
1926	N2Y		HOB	DX2,PCAR,PVV	chemical	2	3	DX2	PCAR	PVV	
1924	N2Y		CP09	PDB,unk2601	chemical	2	2	PDB	unk2601		
1918	N2Y		R9BL	CP09,EF2	chemical	2	2	CP09	EF2		
1914	N2Y		EF2	R7BR,PVV	chemical	2	2	R7BR	PVV		
1912	N2Y		CP09	PDB	chemical	2	1	PDB			
1909	N2Y		CP09	PVX	chemical	2	1	PVX			
1909	N930	Not NR	[RICR]	SMDDL,AVAR	chemical	2	2	SMDDL	AVAR		
1908	N2Y		CP09	R7AR,PDB	chemical	2	2	R7AR	PDB		
1906	N2Y		CP09	PDB,R7AR	chemical	2	2	PDB	R7AR		
1905	N2Y		CP09	PDB,unk2584	chemical	2	2	PDB	unk2584		
1901	N930	Not NR	RIAL	RMDDL,SMDDL	chemical	2	2	RMDDL	SMDDL		
1900	N2Y		CP09	PVV,[CA04]	chemical	2	2	PVV	[CA04]		
1898	N2Y		CP09	PVX	chemical	2	1	PVX			
1895	N2Y		CP09	R6AR,PDB	chemical	2	2	R6AR	PDB		
1891	N2Y		[R7BL]	PVV,R7BR	chemical	2	2	PVV	R7BR		
1889	N930	Not NR	AWAR	AFDR,AIZR	chemical	2	2	AFDR	AIZR		
1885	N2Y		CP07	PVNR,PVV	chemical	2	2	PVNR	PVV		
1884	N2Y		PCAL	PVV,CP08,PDB	chemical	2	3	PVV	CP08	PDB	
1881	N930	Not NR	RIAR	SMDDR,[SMDVL]	chemical	2	2	SMDDR	[SMDVL]		
1878	N930	Not NR	AIML	VC16,[AIBL]	chemical	2	2	VC16	[AIBL]		
1876	N2Y		PDB	R6AL,CP09	chemical	2	2	R6AL	CP09		
1876	N930	Not NR	[AVFR]	[EF3],[AVBR],obj121863,[MCMR]	chemical	2	4	[EF3]	[AVBR]	obj121863	[MCMR]
1873	N2Y		CP09	PDB,R7BL,PDC,unk2558	chemical	2	4	PDB	R7BL	PDC	unk2558
1869	N2Y		CP09	PVV	chemical	2	1	PVV			
1866	N2Y		CP09	CP09,R8AL,PVX	chemical	2	3	CP09	R8AL	PVX	
1865	N2Y		CP09	CP09,unk2581[EFn],R8AL,PCAL	chemical	2	4	CP09	unk2581[EFn]	R8AL	PCAL
1858	N2Y		CP09	SPDL	chemical	2	1	SPDL			
1857	N930	Not NR	AIZR	AVEL,[AIBL]	chemical	2	2	AVEL	[AIBL]		
1853	N2Y		R9AL	PVV	chemical	2	1	PVV			
1852	N2Y		CP09	PVV	chemical	2	1	PVV			
1849	N930	Not NR	[ASEL]	NR32,[AWCL]	chemical	2	2	NR32	[AWCL]		
1848	N930	Not NR	ADFR	AIZR,AFDR	chemical	2	2	AIZR	AFDR		
1841	N2Y		PHCR	PVX,DD06	chemical	2	2	PVX	DD06		
1839	N2Y		SPVR	DD06	chemical	2	1	DD06			
1838	N930	Not NR	RIR	DVA,AIZR	chemical	2	2	DVA	AIZR		
1837	N2Y		CP09	PDB,PVV	chemical	2	2	PDB	PVV		
1837	N930	Not NR	RIR	[AUAR],RIAR,ADFR	chemical	2	3	[AUAR]	RIAR	ADFR	
1836	N2Y		CP07	PVV,PDB	chemical	2	2	PVV	PDB		
1836	N930	Not NR	DVA	AIZR,[AUAR],DVA	chemical	2	3	AIZR	[AUAR]	DVA	
1835	N2Y		SPVR	DD06	chemical	2	1	DD06			
1835	N930	Not NR	RIH	RIAR,RIBR,RIH,[AUAR]	chemical	2	4	RIAR	RIBR	RIH	[AUAR]
1834	N2Y		PDB	DD06,PVQR	chemical	2	2	DD06	PVQR		
1833	N2Y		SPVL	DD06,VD12	chemical	2	2	DD06	VD12		
1831	N2Y		R3BR	unk2581[EFn],PVV	chemical	2	2	unk2581[EFn]	PVV		
1830	N930	Not NR	[AIZL]	AIBR,AVER	chemical	2	2	AIBR	AVER		
1829	N930	Not NR	VGfrag	ALML,[BDUL]	chemical	2	2	ALML	[BDUL]		
1827	N2Y		SPVL	DD06,VD12	chemical	2	2	DD06	VD12		
1827	N930	Not NR	[PLNR]	SAADR,SMBVR	chemical	2	2	SAADR	SMBVR		
1826	N2Y		SPVL	DD06,VD12	chemical	2	2	DD06	VD12		
1824	N2Y		PVZ	DD06,ailR	chemical	2	2	DD06	ailR		
1823	N2Y		SPVR	DD06,SPDR	chemical	2	2	DD06	SPDR		
1821	N2Y		SPVR	DD06,SPDR	chemical	2	2	DD06	SPDR		
1820	N2Y		PVV	PVNL,AVFR	chemical	2	2	PVNL	AN3b		
1818	N2Y		[CA04]	PVV	chemical	2	1	PVV			
1817	N930	Not NR	[ASHR]	AVDL	chemical	2	1	AVDL			
1816	N2Y		[CA04]	PVV	chemical	2	1	PVV			
1815	N930	Not NR	[ASIL]	[AIBL],[ASGL]	chemical	2	2	[AIBL]	[ASGL]		
1812	N2Y		VD12	DD06,VA11,unk4985	chemical	2	3	DD06	VA11	unk4985	
1812	N930	Not NR	[CEPshVL]	[AINR],RIBL	chemical	2	2	[AINR]	RIBL		
1810	N2Y		VB10	DD06,[vBWML20]	chemical	2	2	DD06	[vBWML20]		
1805	N2Y		SPDL	VD12,DD06	chemical	2	2	VD12	DD06		
1801	N2Y		CP09	PDB,PVV	chemical	2	2	PDB	PVV		
1796	N2Y		VD12	DD06,[dglR3],VB10	chemical	2	3	DD06	[dglR3]	VB10	
1793	N2Y		VA11	DD06,VD12,VB10	chemical	2	3	DD06	VD12	VB10	
1791	N2Y		SPDR	DD06,SPDL	chemical	2	2	DD06	SPDL		
1790	N2Y		R2AL	DD06	chemical	2	1	DD06			
1783	N930	Not NR	RIAL	SMDVR,RMDDL	chemical	2	2	SMDVR	RMDDL		
1782	N2Y		[R7BL]	PVV	chemical	2	1	PVV			
1781	N930	Not NR	[RICR]	SMDDL,AVAR	chemical	2	2	SMDDL	AVAR		
1774	N2Y		SPDR	DD06,[CP03]	chemical	2	2	DD06	[CP03]		
1769	N2Y		VB10	DD06,[vBWML23],VD11	chemical	2	3	DD06	[vBWML23]	VD11	
1769	N930	Not NR	[ADLL]	[ASGL],[AIBL],[ASHL]	chemical	2	3	[ASGL]	[AIBL]	[ASHL]	
1766	N930	Not NR	PVCL	[AVDR],RID,SIAVL	chemical	2	3	[AVDR]	RID	SIAVL	
1765	N930	Not NR	[AFDL]	NR32	chemical	2	1	NR32			
1760	N2Y		PVZ	DD06,[vBWML22],VD11	chemical	2	3	DD06	[vBWML22]	VD11	
1759	N2Y		VB10	PVY,DD06,[vBWML22]	chemical	2	3	PVY	DD06	[vBWML22]	
1756	N930	Not NR	[MCMR]	[AVBR],CEMVR	chemical	2	2	[AVBR]	CEMVR		
1754	N2Y		SPDL	DD06,SPVR	chemical	2	2	DD06	SPVR		
1752	N2Y		SPVL	DD06,[AVL]	chemical	2	2	DD06	[AVL]		
1751	N2Y		VA11	DD06,vBWML20	chemical	2	2	DD06	vBWML20		
1743	N2Y		PVV	[vBWMR23],VD13	chemical	2	2	[vBWMR23]	VD13		
1742	N2Y		PVV	VB11	chemical	2	1	VB11			
1740	N930	Not NR	[ASIL]	AIML,VC16,[AIBL]	chemical	2	3	AIML	VC16	[AIBL]	
1738	N2Y		VD13	PVV	chemical	2	1	PVV			
1738	N930	Not NR	[AIZL]	RIAL,ADFL	chemical	2	2	RIAL	ADFL		
1733	N2Y		VA12	PVCL,PVV	chemical	2	2	PVCL	PVV		
1730	N2Y		PVV	R1BR,VD13,[vBWMR23]	chemical	2	3	R1BR	VD13	[vBWMR23]	
1728	N2Y		PVV	AVAR	chemical	2	1	AVAR			
1723	N2Y		PVV	VD13,[vBWML22]	chemical	2	2	VD13	[vBWML22]		
1722	N2Y		PVV	AVAR,AVFR,PVWR	chemical	2	3	AVAR	AN3b	PVWR	
1716	N2Y		PVV	PVY,[vBWML22],VD13	chemical	2	3	PVY	[vBWML22]	VD13	
1713	N2Y		PVV	VD13,[vBWMR23]	chemical	2	2	VD13	[vBWMR23]		
1712	N2Y		AVFL	PVV,R1BR	chemical	2	2	PVV	R1BR		
1712	N930	Not NR	[AIMR]	obj118105,AIBR,[AIAR]	chemical	2	3	obj118105	AIBR	[AIAR]	
1710	N2Y		AVFL	[vBWML22],PVV	chemical	2	2	[vBWML22]	PVV		
1707	N2Y		PVNL	VD13,PVV	chemical	2	2	VD13	PVV		
1702	N2Y		PVV	[vBWML22],AVFR	chemical	2	2	[vBWML22]	AN3b		
1699	N2Y		VD13	PVV	chemical	2	1	PVV			
1694	N2Y		PVV	VD12,DD06	chemical	2	2	VD12	DD06		
1687	N930	Not NR	SMBVL	SAADL,RIVR	chemical	2	2	SAADL	RIVR		
1686	N930	Not NR	RIVR	SMDVR,RMDDL,RIAL	chemical	2	3	SMDVR	RMDDL	RIAL	
1684	N930	Not NR	[AIZL]	AVER,AIBR,obj117882	chemical	2	3	AVER	AIBR	obj117882	
1681	N930	Not NR	[AUAL]	RIAL,obj117531,obj117532	chemical	2	3	RIAL	obj117531	obj117532	
1676	N930	Not NR	RIVL	SMDDR,RIAR	chemical	2	2	SMDDR	RIAR		
1668	N2Y		PVV	AVBR,AVG	chemical	2	2	AVBR	AVG		
1664	N2Y		[R7BL]	R9BR,PDC,R7BR	chemical	2	3	R9BR	PDC	R7BR	
1657	N2Y		[R7BL]	PVV,PDC,hyp	chemical	2	3	PVV	PDC	hyp	
1645	N2Y		R3AL	R1AL	chemical	2	1	R1AL			
1644	N2Y		R1AL	R1AL	chemical	2	1	R1AL			
1642	N2Y		R1AL	R1AL	chemical	2	1	R1AL			
1638	N2Y		R1AL	AS11,R3AR	chemical	2	2	AS11	R3AR		
1637	N2Y		AVAL	DA09,R1AL	chemical	2	2	DA09	R1AL		
1637	N930	Not NR	AIML	VC16,[AIBL]	chemical	2	2	VC16	[AIBL]		
1636	N2Y		R1AL	R3AL	chemical	2	1	R3AL			
1634	N2Y		R1AL	R3AL	chemical	2	1	R3AL			
1632	N2Y		R3AR	AVAL,R1AL	chemical	2	2	AVAL	R1AL		
1629	N2Y		R1AL	R3AL	chemical	2	1	R3AL			
1621	N2Y		R7BR	PDC	chemical	2	1	PDC			
1619	N2Y		R7BR	PDC,PVV,PDB	chemical	2	3	PDC	PVV	PDB	
1617	N2Y		R4BL	PHCR,PHCL	chemical	2	2	PHCR	PHCL		
1609	N2Y		R7BR	PDC,PVV,R7BR	chemical	2	3	PDC	PVV	R7BR	R7BR
1608	N930	Not NR	RIVR	AIBR	electrical	2	1	AIBR			
1604	N930	Not NR	[PVT]	[AIBL],AVEL	chemical	2	2	[AIBL]	AVEL		
1602	N2Y		R7BR	R7BR,PVNR	chemical	2	2	R7BR	PVNR		
1601	N2Y		R7BR	PVNR,PDB	chemical	2	2	PVNR	PDB		
1601	N930	Not NR	[CEMVL]	RID,[AVDR],[MCML]	chemical	2	3	RID	[AVDR]	[MCML]	
1600	N2Y		PHCL	unk3622,[CP02]	chemical	2	2	unk3622	[CP02]		
1600	N930	Not NR	RIVL	RMDVL,[SIAVR]	chemical	2	2	RMDVL	[SIAVR]		
1599	N930	Not NR	ADAL	[RICR],RMFL	chemical	2	2	[RICR]	RMFL		
1598	N2Y		R7BR	unk807[RnBR],[R7BL],EF2	chemical	2	3	unk807[RnBR]	[R7BL]	EF2	
1596	N2Y		PGA	R9BL,R7BR,EF1	chemical	2	3	R9BL	R7BR	EF1	
1595	N930	Not NR	[AIZL]	[RIML],AIBR	chemical	2	2	[RIML]	AIBR		
1593	N930	Not NR	AIBR	SMDDL,[RIMR]	chemical	2	2	SMDDL	[RIMR]		
1590	N2Y		R7BR	PVV,R9AL	chemical	2	2	PVV	R9AL		
1589	N2Y		R4BL	EF1,EF3,unk2204	chemical	2	3	EF1	EF3	unk2204	
1588	N2Y		R4BL	unk2203,EF1	chemical	2	2	unk2203	EF1		
1584	N2Y		unk807[RnBR]	R7BR,PVY	chemical	2	2	R7BR	PVY		
1583	N930	Not NR	CEPVR	[SIAVR]	chemical	2	1	[SIAVR]			
1582	N930	Not NR	RIVL	RIAR	chemical	2	1	RIAR			
1581	N2Y		R7BR	[R7BL],PVY	chemical	2	2	[R7BL]	PVY		
1580	N2Y		R7BR	PVY,PCBR	chemical	2	2	PVY	PCBR		
1580	N930	Not NR	[SMDVL]	RIAR,SMDDR	chemical	2	2	RIAR	SMDDR		
1579	N2Y		PCBR	R7BR,PVY	chemical	2	2	R7BR	PVY		
1579	N930	Not NR	[SMDVL]	RIAR	chemical	2	1	RIAR			
1572	N2Y		R7BR	[R7BL],R1BR	chemical	2	2	[R7BL]	R1BR		
1571	N2Y		[R7BL]	R7BR,PVNL,[R7BL],R1BR	chemical	2	4	R7BR	PVNL	[R7BL]	R1BR
1570	N2Y		R7BR	[R7BL],PVV	chemical	2	2	[R7BL]	PVV		
1568	N2Y		R7BR	PHAL,[R7BL]	chemical	2	2	PHAL	[R7BL]		
1566	N2Y		R4BL	R7BR,PDB	chemical	2	2	R7BR	PDB		
1564	N2Y		R4BL	PHCL,R8BR	chemical	2	2	PHCL	R8BR		
1561	N2Y		R4BL	EF1	chemical	2	1	EF1			
1558	N2Y		R4BL	EF2,EF1	chemical	2	2	EF2	EF1		
1556	N2Y		R6BL	R7BR,[R7BL]	chemical	2	2	R7BR	[R7BL]		
1550	N2Y		R7BR	PVV	chemical	2	1	PVV			
1549	N2Y		[R7BL]	PVV,R7BR	chemical	2	2	PVV	R7BR		
1548	N2Y		R4BL	[R4AL]	chemical	2	1	[R4AL]			
1547	N2Y		R7BR	AVFR	chemical	2	1	AN3b			
1544	N2Y		R4BL	R5BL	chemical	2	1	R5BL			
1538	N2Y		R7BR	PDC	chemical	2	1	PDC			
1535	N2Y		R7BR	PDC	chemical	2	1	PDC			
1534	N2Y		R7BR	PVV	chemical	2	1	PVV			
1530	N2Y		R7BR	PVV	chemical	2	1	PVV	PVV		
1521	N2Y		R7BR	PDC	chemical	2	1	PDC	PDC		
1517	N2Y		R7BR	PDC	chemical	2	1	PDC			
1514	N2Y		CP09	PVV,R7BL	chemical	2	2	PVV	R7BL		
1512	N2Y		R7BL	CP09,CP08,PVV	chemical	2	3	CP09	CP08	PVV	
1504	N2Y		R7BL	PVV,PDB	chemical	2	2	PVV	PDB		
1500	N2Y		R7BR	PVV,R7BL	chemical	2	2	PVV	R7BL		
1499	N2Y		R7BL	PDB,PVV	chemical	2	2	PDB	PVV		
1497	N2Y		R7BR	R7BL,PDC	chemical	2	2	R7BL	PDC		
1491	N2Y		R7BL	unk2085,PDB	chemical	2	2	unk2085	PDB		
1488	N2Y		R7BL	CA05,PGA,CP09	chemical	2	3	CA05	PGA	CP09	
1484	N2Y		R7BL	R7BR,R6AL	chemical	2	2	R7BR	R6AL		
1481	N2Y		R7BL	R7AR,R2BR	chemical	2	2	R7AR	R2BR		
1474	N2Y		R6AR	PVV	chemical	2	1	PVV			
1468	N2Y		R6AR	CP08,R7AR	chemical	2	2	CP08	R7AR		
1467	N2Y		CP08	R6AR	chemical	2	1	R6AR			
1466	N2Y		R6AR	CP07,PVV	chemical	2	2	CP07	PVV		
1464	N2Y		R1BR	unk2051,unk2050	chemical	2	2	unk2051	unk2050		
1461	N2Y		R6AR	R7BL	chemical	2	1	R7BL			
1457	N2Y		R6AR	R7BL,CP09,PVV	chemical	2	3	R7BL	CP09	PVV	
1455	N2Y		CP09	R6AR	chemical	2	1	R6AR			
1453	N2Y		R6AR	PVX	chemical	2	1	PVX			
1446	N2Y		R1BR	R6BR,LUAR	chemical	2	2	R6BR	LUAR		
1444	N2Y		R1BR	AVFL,PVCR,unk2033	chemical	2	3	AN3a	PVCR	unk2033	
1438	N2Y		CP07	R6AR	chemical	2	1	R6AR			
