contin Number	EM series	Location	pre	post   	type    	sections   	partner Number	post1     	post2   	post3 	post4   
4702	N2Y		PVZ	[vBWMR21],[vBWMR21]	chemical	1	2	[vBWMR21]	[vBWMR21]		
4700	N2Y		VD11	[vBWMR21],[vBWMR21]	chemical	1	2	[vBWMR21]	[vBWMR21]		
4699	N2Y		VD11	[dglR1],[vBWMR21]	chemical	1	2	[dglR1]	[vBWMR21]		
4696	N2Y		AVAL	AS09,VA10	chemical	1	2	AS09	VA10		
4695	N930	NR 45 deg	RMDVR	mus-V	chemical	1	1	mus-V			
4694	N2Y		[CA08]	CP07	chemical	1	1	CP07			
4694	N930	NR 45 deg	RMDVR	SMBVL,mus-V	chemical	1	2	SMBVL	mus-V		
4693	N2Y		DVF	AVG	chemical	1	1	AVG			
4687	N2Y		contin5921[CA][Pn]	[dglR1],[vBWMR21]	chemical	1	2	[dglR1]	[vBWMR21]		
4686	N2Y		AVBL	AS09	chemical	1	1	AS09			
4686	N930	NR 45 deg	SMBVR	mus-V	chemical	1	1	mus-V			
4685	N2Y		PVCL	DB06,PVCR	chemical	1	2	DB06	PVCR		
4685	N930	NR 45 deg	SMBVR	mus-V,mus-V	chemical	1	2	mus-V	mus-V		
4682	N2Y		VD11	unk18741	chemical	1	1	unk18741			
4680	N2Y		PDER	DVA	chemical	1	1	DVA			
4680	N930	Not NR	[PVT]	[RIGR],[RIGL],[DVC]	chemical	1	3	[RIGR]	[RIGL]	[DVC]	
4678	N2Y		CA07	[CA08]	chemical	1	1	[CA08]			
4677	N2Y		DVC	DVE,DVF	chemical	1	2	DVE	DVF		
4676	N2Y		PCCR	pobR	chemical	1	1	pobR			
4675	N2Y		contin5921[CA][Pn]	contin5919[CA][Pn],[vBWMR21],mus5945	chemical	1	3	contin5919[CA][Pn]	[vBWMR21]	mus5945	
4675	N930	NR 45 deg	OLLL	SMDVR	chemical	1	1	SMDVR			
4674	N2Y		contin5919[CA][Pn]	[vBWMR21],mus5945,contin5921[CA][Pn]	chemical	1	3	[vBWMR21]	mus5945	contin5921[CA][Pn]	
4673	N2Y		PCAR	PCBR	chemical	1	1	PCBR			
4672	N2Y		contin5922[DVB][PVV][PVY]	PVDL,contin5924[DVB][PVV][PVY]	chemical	1	2	PVDL	contin5924[DVB][PVV][PVY]		
4671	N2Y		PCBR	aobR	chemical	1	1	aobR			
4671	N930	NR 45 deg	OLLR	[SMDVL]	chemical	1	1	[SMDVL]			
4670	N2Y		PCAR	PCBR	chemical	1	1	PCBR			
4667	N2Y		AVDR	AVAR,DA07,AVAL	chemical	1	3	AVAR	DA07	AVAL	
4667	N930	NR 45 deg	RIAL	RMDVR,RMDDL	chemical	1	2	RMDVR	RMDDL		
4666	N2Y		PCAR	unk5709,PCBR	chemical	1	2	unk5709	PCBR		
4665	N2Y		VB06	VD11,VB09	chemical	1	2	VD11	VB09		
4662	N2Y		VB09	VD11,dglR1	chemical	1	2	VD11	dglR1		
4662	N930	Not NR	[ADER]	RIVL	chemical	1	1	RIVL			
4659	N2Y		SPVL	PVU,[PVV],contin18796[PVNR][PVT]	chemical	1	3	PVU	[PVV]	contin18796[PVNR][PVT]	
4658	N2Y		VB09	DD06	chemical	1	1	DD06			
4657	N2Y		VA12	VD11,DD06,VB09	chemical	1	3	VD11	DD06	VB09	
4656	N2Y		[CA08]	VD10	chemical	1	1	VD10			
4652	N2Y		PHCR	PCBR	chemical	1	1	PCBR			
4651	N2Y		VB09	[vBWMR21],[dglR1]	chemical	1	2	[vBWMR21]	[dglR1]		
4650	N2Y		PCCR	SPCR,HOB	chemical	1	2	SPCR	HOB		
4649	N930	Not NR	[AIYL]	RIBL,RIAL	chemical	1	2	RIBL	RIAL		
4647	N2Y		PCCR	gonad,CP05	chemical	1	2	gonad	CP05		
4645	N2Y		PCBR	gonad	chemical	1	1	gonad			
4645	N930	Not NR	[FLPL]	[AIBL],AVAL	chemical	1	2	[AIBL]	AVAL		
4644	N2Y		PCBR	gonad	chemical	1	1	gonad			
4643	N2Y		R4AR	dBWML24	chemical	1	1	dBWML24			
4642	N2Y		PCBR	gonad	chemical	1	1	gonad			
4642	N930	Not NR	[DVC]	AVAL,[AIBL]	chemical	1	2	AVAL	[AIBL]		
4641	N930	Not NR	SMBVL	SAADL	chemical	1	1	SAADL			
4640	N930	Not NR	SMBVL	SAADL	chemical	1	1	SAADL			
4638	N930	Not NR	RIH	[AIZL],RIAR	chemical	1	2	[AIZL]	RIAR		
4636	N2Y		PHAR	PDA,DA09	chemical	1	2	PDA	DA09		
4633	N2Y		PHAR	PHCR	chemical	1	1	PHCR			
4632	N2Y		HOA	PHCR,PCBR	chemical	1	2	PHCR	PCBR		
4631	N2Y		HOB	PDB	chemical	1	1	PDB			
4627	N2Y		PHAR	PVCR	chemical	1	1	PVCR			
4622	N2Y		AS11	[dBWMR24],dBWMR24	chemical	1	2	[dBWMR24]	dBWMR24		
4621	N2Y		PHCR	PCBR,PVZ	chemical	1	2	PCBR	PVZ		
4620	N2Y		PDB	VD13,dBWMR24,AS11	chemical	1	3	VD13	dBWMR24	AS11	
4620	N930	Not NR	AIBR	[DVA],[RIML]	chemical	1	2	[DVA]	[RIML]		
4619	N2Y		PHCR	HOA	chemical	1	1	HOA			
4619	N930	Not NR	RIAL	SMDDL,RIAR	chemical	1	2	SMDDL	RIAR		
4618	N2Y		AS11	PDB,dBWMR24	chemical	1	2	PDB	dBWMR24		
4617	N930	Not NR	NRVfrag9	[AVKL],[AVKR]	chemical	1	2	[AVKL]	[AVKR]		
4616	N930	NR 45 deg	SMBDL	mus-DR,RMED	chemical	1	2	mus-DR	RMED		
4615	N2Y		PHCR	PVZ	chemical	1	1	PVZ			
4613	N930	NR in plane	SMBDL	RMED,mus-DR	chemical	1	2	RMED	mus-DR		
4610	N2Y		PDB	VD13,dBWMR24,AS11	chemical	1	3	VD13	dBWMR24	AS11	
4608	N2Y		PDB	VD13,dBWMR24,dBWMR24	chemical	1	3	VD13	dBWMR24	dBWMR24	
4608	N930	NR 45 deg	RMEL	mus-VR	chemical	1	1	mus-VR			
4605	N2Y		PHBR	PCAR	chemical	1	1	PCAR			
4604	N2Y		PHBR	PCAR,HOA	chemical	1	2	PCAR	HOA		
4603	N930	NR 45 deg	URBL	RMER,IL2L	chemical	1	2	RMER	IL2L		
4601	N2Y		DVE	CA06,HOB	chemical	1	2	CA06	HOB		
4599	N2Y		PDB	VD13,dBWMR24	chemical	1	2	VD13	dBWMR24		
4597	N2Y		AS11	[dBWML24],dBWML23	chemical	1	2	[dBWML24]	dBWML23		
4596	N2Y		AS11	VD13,dBWML23	chemical	1	2	VD13	dBWML23		
4595	N2Y		R8BR	dBWMR24,unk5797	chemical	1	2	dBWMR24	unk5797		
4594	N2Y		R9BR	PVNR	chemical	1	1	PVNR			
4593	N2Y		LUAR	R9BR,R6BR	chemical	1	2	R9BR	R6BR		
4592	N930	NR 45 deg	IL1R	mus-VR	chemical	1	1	mus-VR			
4590	N930	NR 45 deg	IL1R	mus-VR,RMDDR	chemical	1	2	mus-VR	RMDDR		
4589	N2Y		R9BR	LUAR,PVNR	chemical	1	2	LUAR	PVNR		
4588	N930	NR 45 deg	IL1R	RMDVL,RMDVL	chemical	1	2	RMDVL	RMDVL		
4586	N2Y		R9BR	PHDR	chemical	1	1	PHSONR			
4584	N2Y		SPCR	vspR	chemical	1	1	vspR			
4582	N2Y		R9AR	PHCR	chemical	1	1	PHCR			
4581	N2Y		HOA	PHCR	chemical	1	1	PHCR			
4579	N2Y		SPCR	HOB,PCBR	chemical	1	2	HOB	PCBR		
4578	N2Y		HOA	PDB,PHCR	chemical	1	2	PDB	PHCR		
4576	N930	Not NR	[AUAL]	ADFL,RIAL	chemical	1	2	ADFL	RIAL		
4572	N930	Not NR	[AUAR]	RIAR,ADFR	chemical	1	2	RIAR	ADFR		
4567	N930	NR 45 deg	IL1VL	RIPL	chemical	1	1	RIPL			
4566	N930	NR 45 deg	IL1VL	RMDDL,mus-VL	chemical	1	2	RMDDL	mus-VL		
4563	N2Y		DA09	dBWML24	chemical	1	1	dBWML24			
4560	N2Y		PDA	AS11,dBWML24	chemical	1	2	AS11	dBWML24		
4558	N2Y		PDB	VD13,dBWML24	chemical	1	2	VD13	dBWML24		
4557	N2Y		DA08	dBWML24,VD13	chemical	1	2	dBWML24	VD13		
4557	N930	NR 45 deg	RIAL	RMDDL	chemical	1	1	RMDDL			
4556	N2Y		AVG	dBWML24	chemical	1	1	dBWML24			
4556	N930	NR 45 deg	IL1VL	mus-VL,RMDDL	chemical	1	2	mus-VL	RMDDL		
4555	N2Y		AS11	dBWML24	chemical	1	1	dBWML24			
4553	N930	NR 45 deg	RIAR	SMDVR,SMDDL	chemical	1	2	SMDVR	SMDDL		
4551	N930	Not NR	[RIML]	SAAVR	chemical	1	1	SAAVR			
4547	N2Y		PCBR	pobR	chemical	1	1	pobR			
4547	N930	NR 45 deg	RIAR	SMDVR	chemical	1	1	SMDVR			
4539	N2Y		PCCR	CP06,pobR	chemical	1	2	CP06	pobR		
4539	N930	NR 45 deg	RIAR	SMDVR,SMDDL	chemical	1	2	SMDVR	SMDDL		
4538	N930	NR 45 deg	RIAR	SMDVR,SMDDL	chemical	1	2	SMDVR	SMDDL		
4537	N930	NR 45 deg	RIAL	RMDDL,SMDVR	chemical	1	2	RMDDL	SMDVR		
4536	N930	Not NR	RIAL	RMDDL,SMDVR	chemical	1	2	RMDDL	SMDVR		
4534	N930	Not NR	RIAR	RIAL,SMDVR,SMDDL	chemical	1	3	RIAL	SMDVR	SMDDL	
4533	N930	Not NR	RIAL	SMDVR	chemical	1	1	SMDVR			
4532	N2Y		PCCR	CP06,pobR	chemical	1	2	CP06	pobR		
4532	N930	Not NR	RIAR	RIAL,SMDDL	chemical	1	2	RIAL	SMDDL		
4531	N930	Not NR	RIAL	RMDDL,SMDVR	chemical	1	2	RMDDL	SMDVR		
4530	N2Y		PCBR	PCCR,pobR	chemical	1	2	PCCR	pobR		
4530	N930	Not NR	RIML	RIS	chemical	1	1	RIS			
4529	N930	Not NR	RIS	[RIMR],RMEV	chemical	1	2	[RIMR]	RMEV		
4527	N2Y		PCBR	pobR	chemical	1	1	pobR			
4527	N930	Not NR	[ASKL]	VC16	chemical	1	1	VC16			
4524	N930	Not NR	ADLR	[AIAR],AIBR	chemical	1	2	[AIAR]	AIBR		
4523	N930	Not NR	[AIAR]	[ASGR],AIBR	chemical	1	2	[ASGR]	AIBR		
4521	N2Y		PCAR	aobR,gecR	chemical	1	2	aobR	gecR		
4520	N930	Not NR	RIAL	SMDDR,[SMDVL]	chemical	1	2	SMDDR	[SMDVL]		
4519	N2Y		PCBR	aobR	chemical	1	1	aobR			
4519	N930	Not NR	[RIGL]	RIR,AVER	chemical	1	2	RIR	AVER		
4512	N930	NR in plane	rd	rdb	chemical	1	1	rdb			
4511	N930	NR 45 deg	[RIMR]	AVAL	chemical	1	1	AVAL			
4508	N930	NR 45 deg	SAAVL	AVAL	chemical	1	1	AVAL			
4504	N930	NR 45 deg	SAAVL	AVAL,[RIMR]	chemical	1	2	AVAL	[RIMR]		
4497	N930	NR 45 deg	RMDVL	mus-VR	chemical	1	1	mus-VR			
4496	N930	NR 45 deg	RMDVL	RMDDR,mus-VR	chemical	1	2	RMDDR	mus-VR		
4494	N930	NR 45 deg	RIAR	RMDDR,RMDVL	chemical	1	2	RMDDR	RMDVL		
4492	N2Y		R8BR	R8AR,PCAR	chemical	1	2	R8AR	PCAR		
4491	N2Y		PCAR	R8BR,R8AR	chemical	1	2	R8BR	R8AR		
4490	N2Y		R8AR	PCAR	chemical	1	1	PCAR			
4487	N2Y		SPCR	dspR	chemical	1	1	dspR			
4485	N2Y		SPCR	dspR	chemical	1	1	dspR			
4484	N930	NR 45 deg	RIAR	RMDDR	chemical	1	1	RMDDR			
4482	N2Y		SPCR	dspR	chemical	1	1	dspR			
4481	N2Y		SPCR	dspR	chemical	1	1	dspR			
4481	N930	NR 45 deg	RIAR	RMDDR	chemical	1	1	RMDDR			
4473	N2Y		R8BR	R9AR	chemical	1	1	R9AR			
4472	N2Y		R8BR	EF1	chemical	1	1	EF1			
4471	N2Y		DVE	vspR	chemical	1	1	vspR			
4467	N2Y		SPCR	vspR	chemical	1	1	vspR			
4466	N2Y		DVE	vspR	chemical	1	1	vspR			
4465	N2Y		DVB	vspR,proctodeum	chemical	1	2	vspR	proctodeum		
4464	N2Y		SPCR	vspR	chemical	1	1	vspR			
4463	N2Y		SPCR	vspR	chemical	1	1	vspR			
4460	N2Y		SPCR	vspR	chemical	1	1	vspR			
4460	N930	Not NR	[AVFR]	[AVBR],[MCMR]	chemical	1	2	[AVBR]	[MCMR]		
4459	N2Y		CP06	vspR	chemical	1	1	vspR			
4457	N2Y		unk3069[CAn]	AVKR,ailL	chemical	1	2	AVKR	ailL		
4456	N2Y		PHCL	PVY,PCBL	chemical	1	2	PVY	PCBL		
4454	N2Y		PHCL	PCBL	chemical	1	1	PCBL			
4454	N930	Not NR	[ASGR]	[AIAR]	chemical	1	1	[AIAR]			
4453	N2Y		PHCL	CA06,PCBL	chemical	1	2	CA06	PCBL		
4453	N930	Not NR	[AIMR]	[AIAR]	chemical	1	1	[AIAR]			
4452	N2Y		R8AL	hyp [rectepth_y]	chemical	1	1	hyp [rectepth_y]			
4452	N930	Not NR	[ASKR]	[AIAR],[ASHR]	chemical	1	2	[AIAR]	[ASHR]		
4451	N930	Not NR	[AIMR]	AIBR,[AIAR]	chemical	1	2	AIBR	[AIAR]		
4449	N2Y		LUAL	R9AL	chemical	1	1	R9AL			
4448	N930	Not NR	[ASGR]	[AIAR]	chemical	1	1	[AIAR]			
4447	N2Y		PHBL	R8AL,PQR,PHAL	chemical	1	3	R8AL	PQR	PHAL	
4446	N930	Not NR	[AIAR]	[ASGR]	chemical	1	1	[ASGR]			
4445	N930	NR 45 deg	NRLfrag	AVEL	chemical	1	1	AVEL			
4444	N2Y		R8BL	hyp [rectepth_y]	chemical	1	1	hyp [rectepth_y]			
4443	N2Y		PHBL	R8AL,PHAL	chemical	1	2	R8AL	PHAL		
4441	N2Y		R9BL	R9AL,hyp [rectepth_y]	chemical	1	2	R9AL	hyp [rectepth_y]		
4431	N2Y		PHAL	LUAL,PVCL,DA08	chemical	1	3	LUAL	PVCL	DA08	
4428	N2Y		PHAL	LUAL	chemical	1	1	LUAL			
4424	N2Y		PHCL	CA06,CP06	chemical	1	2	CA06	CP06		
4420	N2Y		PHDL	PVY	chemical	1	1	PVY			
4416	N2Y		DVB	HOB	chemical	1	1	HOB			
4412	N2Y		SPCL	vspL,dspL	chemical	1	2	vspL	dspL		
4411	N2Y		SPCL	vspL	chemical	1	1	vspL			
4409	N2Y		DVB	unk5640,SPCL	chemical	1	2	unk5640	SPCL		
4402	N2Y		PCAL	PCBL	chemical	1	1	PCBL			
4400	N2Y		PCAL	gecL	chemical	1	1	gecL			
4398	N2Y		PCAL	PCBL	chemical	1	1	PCBL			
4397	N2Y		PCBL	PCAL,aobL	chemical	1	2	PCAL	aobL		
4396	N2Y		PCAL	PCBL	chemical	1	1	PCBL			
4395	N2Y		PCAL	PCBL	chemical	1	1	PCBL			
4388	N2Y		PCBL	aobL	chemical	1	1	aobL			
4387	N2Y		PCCL	pobL	chemical	1	1	pobL			
4384	N2Y		HOB	PCAL	chemical	1	1	PCAL			
4383	N2Y		PCBL	SPCL,unk5606,PCCL	chemical	1	3	SPCL	unk5606	PCCL	
4381	N2Y		CP05	DVB	chemical	1	1	DVB			
4377	N2Y		PCCL	PCBL,SPCL	chemical	1	2	PCBL	SPCL		
4375	N2Y		PCAL	R8AL,PHDL	chemical	1	2	R8AL	PHSONL		
4372	N2Y		unk5590	R5AR	chemical	1	1	R5AR			
4370	N2Y		R9AL	PHCL	chemical	1	1	PHCL			
4364	N2Y		PCBL	PHCL,PVY	chemical	1	2	PHCL	PVY		
4363	N2Y		PCBL	PVY	chemical	1	1	PVY			
4360	N2Y		PCCL	SPCL	chemical	1	1	SPCL			
4357	N2Y		PCCL	SPCL,gonad	chemical	1	2	SPCL	gonad		
4356	N2Y		SPCL	CP05,gonad	chemical	1	2	CP05	gonad		
4347	N2Y		PCCL	gonad	chemical	1	1	gonad			
4346	N2Y		PCCL	gonad	chemical	1	1	gonad			
4342	N2Y		PHCL	PVY,PCBL	chemical	1	2	PVY	PCBL		
4339	N2Y		R1AR	dglR7	chemical	1	1	dglR7			
4337	N2Y		R6AR	dglR8	chemical	1	1	dglR8			
4336	N2Y		R7BR	dglR8	chemical	1	1	dglR8			
4329	N2Y		PLMR	hyp	chemical	1	1	hyp			
4328	N2Y		PCBL	aobL	chemical	1	1	aobL			
4324	N2Y		PCBL	aobL	chemical	1	1	aobL			
4323	N2Y		PCBL	aobL	chemical	1	1	aobL			
4321	N2Y		PCAL	PCBL,aobL	chemical	1	2	PCBL	aobL		
4318	N2Y		CP06	aobL	chemical	1	1	aobL			
4317	N2Y		PLMR	AS11	chemical	1	1	AS11			
4314	N2Y		PCBL	aobL	chemical	1	1	aobL			
4313	N2Y		PCAL	pobL	chemical	1	1	pobL			
4311	N2Y		PCAL	aobL	chemical	1	1	aobL			
4301	N2Y		PCAL	pobL	chemical	1	1	pobL			
4297	N2Y		PCBL	pobL	chemical	1	1	pobL			
4293	N2Y		unk5521	grtR	chemical	1	1	grtR			
4291	N2Y		PCAR	gecR	chemical	1	1	gecR			
4288	N2Y		R5BR	R2AR	chemical	1	1	R2AR			
4286	N2Y		PCBR	gecR	chemical	1	1	gecR			
4285	N2Y		PCBL	gecL	chemical	1	1	gecL			
4284	N2Y		PCAL	gecL	chemical	1	1	gecL			
4282	N2Y		PCBL	unk5501,gecL	chemical	1	2	unk5501	gecL		
4281	N2Y		PCBL	gecL	chemical	1	1	gecL			
4277	N2Y		SPCL	adp	chemical	1	1	adp			
4273	N2Y		SPCL	dspL	chemical	1	1	dspL			
4272	N2Y		SPCL	dspL	chemical	1	1	dspL			
4271	N2Y		SPCL	dspL	chemical	1	1	dspL			
4270	N2Y		SPCL	dspL	chemical	1	1	dspL			
4268	N2Y		SPCL	dspL	chemical	1	1	dspL			
4266	N2Y		SPCL	dspL	chemical	1	1	dspL			
4265	N2Y		SPCL	dspL	chemical	1	1	dspL			
4264	N2Y		SPCL	vspL	chemical	1	1	vspL			
4262	N2Y		SPCL	dspL	chemical	1	1	dspL			
4261	N2Y		SPCL	dspL	chemical	1	1	dspL			
4259	N2Y		PHBL	cdlL	chemical	1	1	cdlL			
4256	N2Y		R5BL	R4AL,R5shL	chemical	1	2	R4AL	R5shL		
4255	N2Y		DVB	vspL	chemical	1	1	vspL			
4253	N2Y		CP06	vspL,SPVL	chemical	1	2	vspL	SPVL		
4252	N2Y		SPsoL	vspL	chemical	1	1	vspL			
4244	N2Y		SPCL	vspL	chemical	1	1	vspL			
4243	N2Y		SPCL	vspL	chemical	1	1	vspL			
4242	N2Y		CP06	vspL	chemical	1	1	vspL			
4241	N2Y		SPCL	vspL	chemical	1	1	vspL			
4239	N2Y		SPCL	vspL	chemical	1	1	vspL			
4238	N2Y		SPCL	vspL	chemical	1	1	vspL			
4237	N2Y		SPCL	vspL	chemical	1	1	vspL			
4236	N2Y		SPCL	vspL	chemical	1	1	vspL			
4235	N2Y		SPCL	dspL	chemical	1	1	dspL			
4233	N2Y		R9AL	hyp [rectepth_y],vspL	chemical	1	2	hyp [rectepth_y]	vspL		
4232	N2Y		R4BL	R6BL,R3AL	chemical	1	2	R6BL	R3AL		
4231	N2Y		unk3069[CAn]	AVKR,ailL	chemical	1	2	AVKR	ailL		
4230	N2Y		PCBR	dBWMR24	chemical	1	1	dBWMR24			
4225	N2Y		R7AR	R9BR	chemical	1	1	R9BR			
4223	N2Y		R7BR	polR,R6AR	chemical	1	2	polR	R6AR		
4222	N2Y		R5BR	R7BR,cdlR	chemical	1	2	R7BR	cdlR		
4220	N2Y		R7BR	[cdlL/polL/vBWMR22],R6AR	chemical	1	2	[cdlL/polL/vBWMR22]	R6AR		
4219	N2Y		R5AR	vBWMR22	chemical	1	1	vBWMR22			
4217	N2Y		R4AR	polR,[cdlL/polL/vBWMR22]	chemical	1	2	polR	[cdlL/polL/vBWMR22]		
4216	N2Y		R4AR	[cdlL/polL/vBWMR22],R5BR	chemical	1	2	[cdlL/polL/vBWMR22]	R5BR		
4215	N2Y		R5BR	R4AR,[cdlL/polL/vBWMR22]	chemical	1	2	R4AR	[cdlL/polL/vBWMR22]		
4211	N2Y		PCAL	CP05	chemical	1	1	CP05			
4209	N2Y		R9BR	R8BR	chemical	1	1	R8BR			
4208	N2Y		R9BR	R9AR	chemical	1	1	R9AR			
4205	N2Y		PCCL	CP05,CP06,PCBL	chemical	1	3	CP05	CP06	PCBL	
4204	N2Y		PCAL	CP05	chemical	1	1	CP05			
4203	N2Y		R9BR	R8BR	chemical	1	1	R8BR			
4202	N2Y		R9BR	unk5321	chemical	1	1	unk5321			
4198	N2Y		R9BR	hyp	chemical	1	1	hyp			
4194	N2Y		CP05	vspL	chemical	1	1	vspL			
4187	N2Y		SPCL	HOB,CP05	chemical	1	2	HOB	CP05		
4184	N2Y		PCCL	SPCL,CP05	chemical	1	2	SPCL	CP05		
4183	N2Y		unk5288	R6AR	chemical	1	1	R6AR			
4182	N2Y		R6AR	unk5288	chemical	1	1	unk5288			
4181	N2Y		R7BR	R2BR,R4BR	chemical	1	2	R2BR	R4BR		
4180	N2Y		R7BR	dBWMR24	chemical	1	1	dBWMR24			
4179	N2Y		R7BR	unk5276	chemical	1	1	unk5276			
4178	N2Y		R7BR	R3AR	chemical	1	1	R3AR			
4175	N2Y		R7BR	dglR8	chemical	1	1	dglR8			
4174	N2Y		R7BR	R3AR	chemical	1	1	R3AR			
4173	N2Y		R7BR	cdlR,R7AR	chemical	1	2	cdlR	R7AR		
4172	N2Y		R7BR	unk5285	chemical	1	1	unk5285			
4171	N2Y		R7BR	R7AR,R6AR	chemical	1	2	R7AR	R6AR		
4170	N2Y		R7BR	dglR8	chemical	1	1	dglR8			
4168	N2Y		R7BR	cdlR	chemical	1	1	cdlR			
4166	N2Y		R7BR	R6AR,PLNR	chemical	1	2	R6AR	PLNR		
4164	N2Y		R7BR	unk5276,unk5853,R7AR	chemical	1	3	unk5276	unk5853	R7AR	
4163	N2Y		R7AR	R7AR,unk5591	chemical	1	2	R7AR	unk5591		
4162	N2Y		R7AR	unk5592,unk5591	chemical	1	2	unk5592	unk5591		
4161	N2Y		R7AR	unk5853	chemical	1	1	unk5853			
4160	N2Y		R7AR	unk5592,unk5591	chemical	1	2	unk5592	unk5591		
4159	N2Y		R7AR	R6AR	chemical	1	1	R6AR			
4158	N2Y		R7AR	R6AR	chemical	1	1	R6AR			
4157	N2Y		R7AR	unk5853	chemical	1	1	unk5853			
4155	N2Y		R7AR	R7AR	chemical	1	1	R7AR			
4154	N2Y		R7AR	R6AR	chemical	1	1	R6AR			
4153	N2Y		R7AR	R5BR	chemical	1	1	R5BR			
4152	N2Y		R7AR	R4BR	chemical	1	1	R4BR			
4151	N2Y		R7AR	R4BR	chemical	1	1	R4BR			
4150	N2Y		R7AR	R4BR	chemical	1	1	R4BR			
4149	N2Y		R7AR	R4BR	chemical	1	1	R4BR			
4148	N2Y		R7BR	PVNR	chemical	1	1	PVNR			
4147	N2Y		R7AR	R6BR	chemical	1	1	R6BR			
4146	N2Y		R6AR	PLMR,PLNR	chemical	1	2	PLMR	PLNR		
4144	N2Y		R6AR	R7AR	chemical	1	1	R7AR			
4143	N2Y		R6AR	R5BR	chemical	1	1	R5BR			
4139	N2Y		R6AR	unk5263	chemical	1	1	unk5263			
4138	N2Y		R6AR	R7AR,unk5263	chemical	1	2	R7AR	unk5263		
4135	N2Y		R6AR	R5AR,unk5288	chemical	1	2	R5AR	unk5288		
4134	N2Y		R6AR	unk5590,R5AR	chemical	1	2	unk5590	R5AR		
4132	N2Y		R6AR	R7AR,R5AR	chemical	1	2	R7AR	R5AR		
4129	N2Y		R2BR	R3AR	chemical	1	1	R3AR			
4128	N2Y		R2BR	R3AR	chemical	1	1	R3AR			
4127	N2Y		R2BR	R4AR,R3AR	chemical	1	2	R4AR	R3AR		
4125	N2Y		R2BR	R3AR	chemical	1	1	R3AR			
4124	N2Y		R2BR	R3AR	chemical	1	1	R3AR			
4123	N2Y		R2BR	R3AR	chemical	1	1	R3AR			
4121	N2Y		R2AR	R6AR	chemical	1	1	R6AR			
4119	N2Y		R2AR	R4AR	chemical	1	1	R4AR			
4117	N2Y		R1BR	R1AR,R2AR	chemical	1	2	R1AR	R2AR		
4114	N2Y		R2AR	R4AR	chemical	1	1	R4AR			
4113	N2Y		R2AR	R4AR	chemical	1	1	R4AR			
4112	N2Y		R2AR	R4AR	chemical	1	1	R4AR			
4111	N2Y		R2AR	R4AR	chemical	1	1	R4AR			
4110	N2Y		R2AR	R4AR	chemical	1	1	R4AR			
4107	N2Y		R1BR	unk5492	chemical	1	1	unk5492			
4106	N2Y		R1BR	R2AR	chemical	1	1	R2AR			
4103	N2Y		R1BR	R6AR	chemical	1	1	R6AR			
4100	N2Y		R4AR	R1BR,R1AR	chemical	1	2	R1BR	R1AR		
4098	N2Y		R4AR	R1AR,R6AR	chemical	1	2	R1AR	R6AR		
4097	N2Y		R4AR	R1AR,R6AR	chemical	1	2	R1AR	R6AR		
4096	N2Y		R1AR	R6AR,R4AR	chemical	1	2	R6AR	R4AR		
4095	N2Y		R4AR	R1AR,R6AR	chemical	1	2	R1AR	R6AR		
4093	N2Y		R1BR	hyp	chemical	1	1	hyp			
4092	N2Y		R1BR	R1shR,R2AR	chemical	1	2	R1shR	R2AR		
4090	N2Y		R1BR	R1shR,hyp,R3BR	chemical	1	3	R1shR	hyp	R3BR	
4083	N2Y		R1BR	hyp	chemical	1	1	hyp			
4082	N2Y		R1AR	dglR7	chemical	1	1	dglR7			
4076	N2Y		SPCL	dspL	chemical	1	1	dspL			
4075	N2Y		R3AR	polR	chemical	1	1	polR			
4074	N2Y		R3AR	polR	chemical	1	1	polR			
4073	N2Y		R3AR	polR	chemical	1	1	polR			
4071	N2Y		R3AR	polR	chemical	1	1	polR			
4066	N2Y		R5AL	[cdlL/dgl7L/polL],R5BL	chemical	1	2	[cdlL/dgl7L/polL]	R5BL		
4065	N2Y		R5BL	R5AL,[cdlL/dgl7L/polL]	chemical	1	2	R5AL	[cdlL/dgl7L/polL]		
4064	N2Y		R5BL	[cdlL/dgl7L/polL]	chemical	1	1	[cdlL/dgl7L/polL]			
4062	N2Y		SPCL	dspL	chemical	1	1	dspL			
4061	N2Y		SPCL	dspL	chemical	1	1	dspL			
4059	N2Y		SPCL	dspL	chemical	1	1	dspL			
4058	N2Y		SPsoL	SPVL,SPCL	chemical	1	2	SPVL	SPCL		
4056	N2Y		R4BR	R3AR,R4AR	chemical	1	2	R3AR	R4AR		
4054	N2Y		R4BR	R3AR	chemical	1	1	R3AR			
4053	N2Y		R3BR	R3AR	chemical	1	1	R3AR			
4050	N2Y		R4BR	R3AR	chemical	1	1	R3AR			
4049	N2Y		R3AR	polR	chemical	1	1	polR			
4048	N2Y		R3AR	polR	chemical	1	1	polR			
4047	N2Y		R2BL	R3AL	chemical	1	1	R3AL			
4046	N2Y		unk5111	dBWML22	chemical	1	1	dBWML22			
4045	N2Y		R7AL	grtL	chemical	1	1	grtL			
4044	N2Y		R5BL	dBWML22,unk[5094]	chemical	1	2	dBWML22	unk[5094]		
4041	N2Y		R7AL	grtL	chemical	1	1	grtL			
4040	N2Y		R7AL	grtL	chemical	1	1	grtL			
4037	N2Y		R7AL	grtL	chemical	1	1	grtL			
4036	N2Y		R7AL	grtL	chemical	1	1	grtL			
4034	N2Y		R7AL	grtL	chemical	1	1	grtL			
